eff_of_physical_activity_on_prot_oxidation,1,1,1,1,1,,,0
eff_of_possible_fatox,1,1,1,1,1,interp,"=numpy.interp(possible_fatox / desired_fatox, __pts_x_1, __pts_y_1)",0
eff_of_prot_intake_on_prot_oxidation,0.1,0.1,0.1,0.1,0.1,,,0
eff_pi_on_gng_p,0,0,0,0,0,,,0
effect_of_carb_intake_on_lipolysis,1,1,1,1,1,,,0
effect_of_glycogen_on_dnl,0.058823529,0.058823529,0.060397042,0.061763062,0.062943032,,,0
effect_of_metabolizable_energy_intake_on_thermogenesis,0,0,0,0,0,,,0
effect_of_obesity_on_lipolysis,1,1.138187794,1.137389891,1.136611802,1.135851338,,,0.138187794
efficiency_dnl,0.8,0.8,0.8,0.8,0.8,,,0
efficiency_gng,0.8,0.8,0.8,0.8,0.8,,,0
exog_glycerol_per_kcal_fat_intake,0.011332282,0.011332282,0.011332282,0.011332282,0.011332282,,,-4.85723E-17
extracel_water,18375,18375,18375,18375,18375,,,0
f_init,5075,5075,5075,5075,5075,,,0
fat,5075,6162.5,6156.020999,6149.705076,6143.534303,stock,#VALUE!,1087.5
fat_intake,1000,1000,1000,1000,1000,,,0
fat_intake_data,0,0,0,0,0,,,0
fat_term,2.693176075,3.065340135,3.063191242,3.061095712,3.059047648,,,0.37216406
fetw,0.375,0.375,0.375,0.375,0.375,,,0
fi,105.9322034,105.9322034,105.9322034,105.9322034,105.9322034,,,4.83169E-13
fi_0,1000,1000,1000,1000,1000,,,0
fi_input,1000,1000,1000,1000,1000,,,0
fiew,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,,,3.33067E-15
frac_carbox,0.50575583,0.463852771,0.464322427,0.464751151,0.465144355,,,-0.041903059
frac_fatox,0.350916105,0.366316501,0.366052413,0.365817519,0.365607923,,,0.015400396
frac_protox,0.143328065,0.169830728,0.16962516,0.16943133,0.169247722,,,0.026502663
fw,0.7,0.7,0.7,0.7,0.7,,,0
fwcm,0.7,0.7,0.7,0.7,0.7,,,0
gap_carbox,0,0,0,0,0,,,0
gap_fatox,0,0,0,0,0,,,0
gap_total,0,0,0,0,0,,,0
glycogen_hydration_coefficient,2.7,2.7,2.7,2.7,2.7,,,0
glycogenolysis,180,180,181.2676579,182.3503387,183.2727583,,,0
gng_fat,108.8985397,117.4011794,117.3520847,117.3042093,117.2574182,,,8.502639674
gng_fat_endog,61.5296,70.03223967,69.98314504,69.93526956,69.88847849,,,8.502639674
gng_fat_exog,47.36893969,47.36893969,47.36893969,47.36893969,47.36893969,,,0
gng_fat_in,26.05228222,28.08640655,28.07466142,28.06320795,28.05201392,,,2.034124324
gng_fat_out,11.53586226,12.43656561,12.43136491,12.42629335,12.42133667,,,0.900703355
gng_protein,100,132.114523,131.9453296,131.7771128,131.6098537,,,32.11452296
gng_protein_out,21.27659574,28.10947297,28.07347438,28.03768358,28.00209653,,,6.832877225
gngf_b,108.8985397,108.8985397,108.8985397,108.8985397,108.8985397,,,-2.55795E-13
gngf_ex_b,47.36893969,47.36893969,47.36893969,47.36893969,47.36893969,,,0
gngp_i,23.92344498,31.60634521,31.56586832,31.52562508,31.48561093,,,7.682900229
hill_dnl,4,4,4,4,4,,,0
icw_b,30625,30625,30625,30625,30625,,,0
intracel_solids,3967.28,3967.28,3967.28,3967.28,3967.28,,,0
intracel_water,30625,36250,36227.97098,36205.00316,36181.2415,,,5625
is_sufficient_carb,1,1,1,1,1,,,0
is_sufficient_fat,1,1,1,1,1,,,0
k_dnl,2,2,2,2,2,,,0
k_lip,3.091042453,3.091042453,3.091042453,3.091042453,3.091042453,,,3.9968E-15
kc,0.505809167,0.505809167,0.505809167,0.505809167,0.505809167,,,0
kf,0.350878235,0.350878235,0.350878235,0.350878235,0.350878235,,,0
kp,0.143312597,0.143312597,0.143312597,0.143312597,0.143312597,,,-2.77556E-16
lean_tissues,64925,73362.5,73328.47051,73293.1767,73256.81678,,,8437.5
lipol_max,3.1,3.1,3.1,3.1,3.1,,,0
lipol_min,0.9,0.9,0.9,0.9,0.9,,,0
lipolysis,137.6,156.6146404,156.504849,156.397784,156.2931441,,,19.01464042
mass_brain,1400,1400,1400,1400,1400,,,0
mass_ffa,273.0875706,273.0875706,273.0875706,273.0875706,273.0875706,,,0
mass_of_glycerol,92,92,92,92,92,,,0
mass_tg,860,860,860,860,860,,,0
mbc_b,1372.58639,1372.58639,1372.58639,1372.58639,1372.58639,,,0
mbc_brain,336,336,336,336,336,,,0
mbc_fat,22.8375,22.8375,22.8375,22.8375,22.8375,,,3.90799E-14
mbc_lean,1013.74889,1013.74889,1013.74889,1013.74889,1013.74889,,,0
mbc_lean_b,1013.74889,1013.74889,1013.74889,1013.74889,1013.74889,,,0
mc_b,59.42676676,59.42676676,59.42676676,59.42676676,59.42676676,,,0
metabolism_of_body_cells,1372.58639,1372.58639,1372.58639,1372.58639,1372.58639,,,0
metabolism_of_conversions,59.42676676,67.55019929,67.97859532,68.34518313,68.65636384,,,8.123432526
metabolism_of_turnovers,373.5397633,476.8472439,476.5688921,476.255011,475.9107058,,,103.3074806
metabolizable_energy_intake,3000,3000,3000,3000,3000,,,0
molar_baseline_proteolysis,2.73,2.73,2.73,2.73,2.73,,,0
molar_caloric_dens_glycerol,384.56,384.56,384.56,384.56,384.56,,,0
molar_caloric_dens_tg,8118.4,8118.4,8118.4,8118.4,8118.4,,,0
mt_b,373.5397633,373.5397633,373.5397633,373.5397633,373.5397633,,,0
norm_p_ratio,1,1.32114523,1.319453296,1.317771128,1.316098537,,,0.32114523
normalized_activity_energy_per_body_weight,1,1,1,1,1,,,0
normalized_change_in_carbohydrate_intake,0,0,0,0,0,,,0
normalized_change_in_protein_intake,0,0,0,0,0,,,0
normalized_glycogen_ratio,1,1,1.007042544,1.013057437,1.018181991,,,0
normalized_glycogenolysis,1,1,1.007042544,1.013057437,1.018181991,,,0
normalized_lipolysis_rate,1,1.138187794,1.137389891,1.136611802,1.135851338,,,0.138187794
normalized_proteolysis,1,1.32114523,1.319453296,1.317771128,1.316098537,,,0.32114523
oneday,1,1,1,1,1,,,0
p_init,8757.72,8757.72,8757.72,8757.72,8757.72,,,0
pae_b,931.9470799,931.9470799,931.9470799,931.9470799,931.9470799,,,0
physical_activity_energy,931.9470799,1058.75845,1058.21914,1057.665167,1057.098933,,,126.8113705
pi,106.3829787,106.3829787,106.3829787,106.3829787,106.3829787,,,-2.55795E-13
pi_0,500,500,500,500,500,,,0
pi_input,500,500,500,500,500,,,0
possible_fatox,95816,116348,116225.6765,116106.4318,115989.9276,,,20532
pri_carbox_kcal,1620.514374,1635.844808,1636.950804,1637.883445,1638.665169,,,15.33043371
pri_fatox_kcal,979.4424539,1094.819863,1093.967991,1093.161674,1092.394475,,,115.3774095
pri_protox_kcal,400.0431719,507.5776122,506.9342222,506.3066321,505.6927498,,,107.5344404
prot_term,1.1,1.42114523,1.419453296,1.417771128,1.416098537,,,0.32114523
protein,8757.72,11570.22,11555.40252,11540.67057,11526.02248,stock,#VALUE!,2812.5
protein_fraction_of_cell_mass,0.2,0.2,0.2,0.2,0.2,,,0
protein_hydration_coefficient,2,2,2,2,2,,,0
protein_intake,500,500,500,500,500,,,0
protein_intake_data,0,0,0,0,0,,,0
proteolysis,300.3,396.7399124,396.2318247,395.7266698,395.2243906,,,96.43991244
read_from_data,0,0,0,0,0,,,0
resting_metabolic_rate,1805.55292,1916.983833,1917.133877,1917.186584,1917.15346,,,111.4309131
rmr_b,1805.55292,1805.55292,1805.55292,1805.55292,1805.55292,,,0
sec_carbox,0,0,0,0,0,,,0
sec_carbox_kcal,0,0,0,0,0,,,0
sec_fatox,0,0,0,0,0,,,0
sec_fatox_kcal,0,0,0,0,0,,,0
sec_frac_carb,0.50575583,0.463852771,0.464322427,0.464751151,0.465144355,,,-0.041903059
sec_frac_fat,0.350916105,0.366316501,0.366052413,0.365817519,0.365607923,,,0.015400396
sec_frac_prot,0.143328065,0.169830728,0.16962516,0.16943133,0.169247722,,,0.026502663
sec_protox,0,0,0,0,0,,,0
sec_protox_kcal,0,0,0,0,0,,,0
see_b,2791.10146,2791.10146,2791.10146,2791.10146,2791.10146,,,0
sensitivity_of_oxidation_to_ci_changes,0.761188,0.761188,0.761188,0.761188,0.761188,,,0
sensitivity_of_oxidation_to_pi_changes,15.0253,15.0253,15.0253,15.0253,15.0253,,,0
sensitivity_to_physical_activity,4,4,4,4,4,,,0
shared_energy_expenditure,2791.10146,2988.726581,2988.555603,2988.270429,2987.885121,,,197.625121
table_eff_of_carb_sufficiency_on_carbox,1,,,,,table,"=choose(match(__x__,{'0', '0.1', '0.2', '0.3', '0.4', '1'},1),sum(linest({0,0.6},{0,0.1})*{__x__,1}),sum(linest({0.6,0.85},{0.1,0.2})*{__x__,1}),sum(linest({0.85,0.95},{0.2,0.3})*{__x__,1}),sum(linest({0.95,1},{0.3,0.4})*{__x__,1}),sum(linest({1,1},{0.4,1",-1
table_eff_of_possible_fatox,1,,,,,table,"=choose(match(__x__,{'0', '0.4', '0.798165', '1.30275', '2', '3'},1),sum(linest({0,0.4},{0,0.4})*{__x__,1}),sum(linest({0.4,0.627193},{0.4,0.798165})*{__x__,1}),sum(linest({0.627193,0.824561},{0.798165,1.30275})*{__x__,1}),sum(linest({0.824561,0.95},{1.30",-1
tee_b,3000,3000,3000,3000,3000,,,0
tef_b,262.5,262.5,262.5,262.5,262.5,,,0
tef_c,0.075,0.075,0.075,0.075,0.075,,,0
tef_f,0.025,0.025,0.025,0.025,0.025,,,0
tef_p,0.25,0.25,0.25,0.25,0.25,,,0
therm_const,0.8,0.8,0.8,0.8,0.8,,,0
thermic_effect_of_food,262.5,262.5,262.5,262.5,262.5,,,0
thermogenesis_adaptation,0,0,0,0,0,,,0
thermogenesis_effect_on_pae_vs_rmr,0.52,0.52,0.52,0.52,0.52,,,0
time_,,0,0.5,1,1.5,,,0
time_step,0.5,0.5,0.5,0.5,0.5,,,0
total_energy_expenditure,3000,3238.242284,3237.853017,3237.351751,3236.752393,,,238.2422836
total_ox,3000,3238.242284,3237.853017,3237.351751,3236.752393,,,238.2422836
total_pri_ox,3000,3238.242284,3237.853017,3237.351751,3236.752393,,,238.2422836
total_sec_ox,0,0,0,0,0,,,0
weighting_of_oxidation_for_basal_ci,3.31414,3.31414,3.31414,3.31414,3.31414,,,0
weighting_of_oxidation_for_basal_pi,0.1,0.1,0.1,0.1,0.1,,,0
weighting_of_oxidation_for_glycogenolysis,0.568212941,0.568212941,0.568212941,0.568212941,0.568212941,,,0
weighting_of_oxidation_for_lipolysis,2.693176075,2.693176075,2.693176075,2.693176075,2.693176075,,,3.55271E-15
y_,7.674700688,8.368009977,8.368176607,8.367821533,8.367016829,,,0.693309289
z_,7.674700688,8.368009977,8.368176607,8.367821533,8.367016829,,,0.693309289
z_check_0,7.675529016,7.675529016,7.675529016,7.675529016,7.675529016,,,0
z_check_1,7.675529016,7.675529016,7.675529016,7.675529016,7.675529016,,,0
